playlist_name,song,artist,album,main_genre,subgenre,prior_prob,q1,q2,q3,q4,q5,popularity,danceability,energy,loudness,valence,subg_song_count
The Sound of Psychedelic Rock,I Am Not Willing,Moby Grape,Moby Grape 69' (With Bonus Tracks),rock,psychedelic rock,0.010081903,2,2,3,2,5,38,0.404,0.5,-13.134,0.444,
The Sound of Psychedelic Rock,Mind Flowers,Ultimate Spinach,Behold & See,rock,psychedelic rock,0.010081903,2,2,3,2,4,47,0.255,0.427,-10.235,0.175,
Christian Rock / Metal,Feel Invincible,Skillet,Feel Invincible,rock,christian rock,0.009604045,2,2,3,2,4,49,0.594,0.893,-3.792,0.417,
Christian Rock / Metal,Won't Give Up,Manafest,Won't Give Up,rock,christian rock,0.009604045,2,2,3,2,1,26,0.623,0.786,-5.286,0.637,
Christian Rock / Metal,All For You,Red,All For You,rock,christian rock,0.009604045,2,2,3,2,4,30,0.457,0.902,-5.89,0.27,
Christian Rock / Metal,My Own Worst Enemy,Micah Ariss,My Own Worst Enemy,rock,christian rock,0.009604045,2,2,3,1,4,27,0.242,0.911,-6.308,0.196,
Christian Rock / Metal,Broken Pieces,Matt Moore,Broken Pieces,rock,christian rock,0.009604045,2,2,3,2,4,32,0.446,0.91,-5.033,0.274,
Christian Rock / Metal,Guilty Hands,Nine Lashes,Guilty Hands,rock,christian rock,0.009604045,2,2,3,2,4,29,0.476,0.982,-5.165,0.178,
Christian Rock / Metal,Greater,The Protest,Greater,rock,christian rock,0.009604045,2,2,3,2,4,31,0.368,0.952,-5.522,0.555,
Christian Rock / Metal,Dragons,Remedy Drive,Dragons,rock,christian rock,0.009604045,2,2,3,2,4,21,0.402,0.974,-3.69,0.378,
Christian Rock / Metal,Push,Thousand Foot Krutch,Exhale,rock,christian rock,0.009604045,2,2,3,2,4,0,0.622,0.858,-5.341,0.489,
Christian Rock / Metal,Whispers in the Dark,Skillet,Comatose,rock,christian rock,0.009604045,1,2,3,2,4,67,0.509,0.938,-3.883,0.335,
Christian Rock / Metal,Darkness Dies,Disciple,Darkness Dies,rock,christian rock,0.009604045,2,2,3,2,4,26,0.491,0.933,-5.347,0.333,
Christian Rock / Metal,The In Between,Theody,The In Between,rock,christian rock,0.009604045,2,2,3,2,4,21,0.423,0.735,-5.278,0.153,
The Sound of Hard Rock,Cum on Feel the Noize,Quiet Riot,Metal Health,rock,hard rock,0.010211736,1,2,3,2,4,72,0.409,0.92,-5.439,0.37,
The Sound of Hard Rock,Since You Been Gone,Rainbow,Down To Earth,rock,hard rock,0.010211736,1,2,3,2,1,70,0.733,0.726,-6.514,0.915,
The Sound of Hard Rock,Here I Go Again - 2018 Remaster,Whitesnake,Whitesnake (2018 Remaster),rock,hard rock,0.010211736,1,2,3,2,4,71,0.292,0.823,-6.763,0.244,
The Sound of Hard Rock,Poison,Alice Cooper,Trash,rock,hard rock,0.010211736,1,2,3,2,4,73,0.28,0.908,-5.509,0.26,
The Sound of Hard Rock,Doctor Doctor - 2007 Remaster,UFO,Phenomenon (2007 Remaster),rock,hard rock,0.010211736,1,2,3,2,4,63,0.298,0.799,-6.962,0.561,
The Sound of Hard Rock,Summertime Girls - Studio Version,Y&T,Open Fire,rock,hard rock,0.010211736,2,2,3,2,1,44,0.392,0.838,-6.396,0.764,
The Sound of Hard Rock,Once Bitten Twice Shy,Great White,Twice Shy,rock,hard rock,0.010211736,1,2,3,2,1,63,0.723,0.541,-14.021,0.607,
The Sound of Hard Rock,Screaming in the Night,Krokus,Head Hunter,rock,hard rock,0.010211736,2,2,3,2,4,53,0.475,0.576,-13.059,0.524,
The Sound of Hard Rock,Stranglehold,Ted Nugent,Ted Nugent,rock,hard rock,0.010211736,1,2,3,2,4,69,0.484,0.711,-7.784,0.49,
The Sound of Hard Rock,I Wanna Be Somebody,W.A.S.P.,W.A.S.P.,rock,hard rock,0.010211736,1,2,3,2,4,63,0.285,0.825,-7.049,0.516,
The Sound of Hard Rock,The Boys Are Back In Town,Thin Lizzy,Jailbreak (Deluxe Edition),rock,hard rock,0.010211736,1,2,3,2,6,74,0.445,0.706,-9.803,0.768,
The Sound of Hard Rock,Alone Again,Dokken,Tooth and Nail,rock,hard rock,0.010211736,1,2,3,2,2,59,0.298,0.612,-9.002,0.343,
The Sound of Hard Rock,Heavy Metal,Sammy Hagar,Standing Hampton,rock,hard rock,0.010211736,1,2,3,2,6,64,0.276,0.639,-11.674,0.643,
comedy rock,Kielbasa,Tenacious D,Tenacious D,rock,comedy rock,0.0067946,2,2,3,2,5,37,0.506,0.666,-6.769,0.595,
comedy rock,Tribute,Tenacious D,Tenacious D,rock,comedy rock,0.0067946,2,2,3,2,4,51,0.365,0.767,-6.185,0.422,
comedy rock,Wonderboy,Tenacious D,Tenacious D,rock,comedy rock,0.0067946,2,2,3,2,4,44,0.39,0.914,-4.143,0.344,
comedy rock,Fuck Her Gently,Tenacious D,Tenacious D,rock,comedy rock,0.0067946,2,2,3,2,4,45,0.521,0.297,-7.022,0.517,
comedy rock,Dio,Tenacious D,Tenacious D,rock,comedy rock,0.0067946,2,2,3,2,4,33,0.376,0.822,-6.216,0.345,
comedy rock,Explosivo,Tenacious D,Tenacious D,rock,comedy rock,0.0067946,2,2,3,2,4,35,0.388,0.945,-6.438,0.236,
comedy rock,Kyle Quit the Band,Tenacious D,Tenacious D,rock,comedy rock,0.0067946,2,2,3,2,6,32,0.416,0.633,-7.479,0.735,
comedy rock,The Road,Tenacious D,Tenacious D,rock,comedy rock,0.0067946,2,2,3,2,4,30,0.386,0.907,-4.55,0.61,
comedy rock,Lee,Tenacious D,Tenacious D,rock,comedy rock,0.0067946,2,2,3,2,4,31,0.462,0.867,-4.477,0.287,
The Sound of Mathcore,Heirloom,Frontierer,Oxidized,rock,mathcore,0.007243607,2,2,3,1,3,36,0.274,0.989,-2.452,0.0506,
The Sound of Mathcore,Mostly Hair and Bones Now,Gaza,No Absolutes in Human Suffering,rock,mathcore,0.007243607,2,2,3,1,3,30,0.0993,0.83,-4.949,0.0389,
The Sound of Mathcore,Cotton Shot,MouthBreather,I'm Sorry Mr. Salesman,rock,mathcore,0.007243607,2,2,3,2,3,35,0.297,0.995,-4.935,0.0503,
The Sound of Mathcore,To Our Friends in the Great White North,Botch,We Are the Romans,rock,mathcore,0.007243607,2,2,3,1,4,36,0.184,0.921,-4.547,0.213,
The Sound of Mathcore,You Suck At Life... And I Don't Mean the Board Game,Ed Gein,It's A Shame...,rock,mathcore,0.007243607,2,2,3,2,4,20,0.317,0.91,-3.551,0.136,
The Sound of Mathcore,Noose Gestures,Fawn Limbs,Darwin Falls,rock,mathcore,0.007243607,2,2,3,2,3,15,0.246,0.807,-11.791,0.077,
The Sound of Mathcore,Fake Dinosaur Bones,The Callous Daoboys,Die on Mars,rock,mathcore,0.007243607,2,2,3,2,4,32,0.305,0.94,-4.892,0.223,
The Sound of Mathcore,Annihilated,Sectioned,Annihilated,rock,mathcore,0.007243607,2,2,3,1,3,26,0.106,0.993,-2.667,0.0369,
The Sound of Mathcore,to: Achlys,Cult Leader,A Patient Man,rock,mathcore,0.007243607,2,2,3,1,5,37,0.525,0.483,-8.194,0.0558,
The Sound of Shoegaze,Gazin’,Ringo Deathstarr,RINGO DEATHSTARR,rock,shoegaze,0.009380443,2,2,3,1,4,15,0.376,0.943,-7.597,0.34,
The Sound of Shoegaze,Mesmerise,Chapterhouse,Best Of,rock,shoegaze,0.009380443,2,2,3,2,6,43,0.477,0.578,-7.965,0.666,
The Sound of Shoegaze,In Your Room,Airiel,Winks & Kisses: Melted,rock,shoegaze,0.009380443,2,2,3,2,4,49,0.187,0.945,-6.332,0.461,
The Sound of Shoegaze,Vapour Trail - 2001 Remaster,Ride,Nowhere (Expanded),rock,shoegaze,0.009380443,2,2,3,1,4,51,0.428,0.802,-5.682,0.428,
The Sound of Shoegaze,Kinky Love,Pale Saints,Flesh Balloon,rock,shoegaze,0.009380443,2,2,3,2,2,54,0.374,0.272,-18.262,0.303,
The Sound of Shoegaze,Kick The Tragedy,Drop Nineteens,Delaware,rock,shoegaze,0.009380443,2,2,3,2,5,53,0.414,0.404,-14.677,0.156,
The Sound of Shoegaze,Empty Words,Bowery Electric,Beat,rock,shoegaze,0.009380443,2,2,3,2,5,47,0.319,0.42,-18.041,0.196,
The Sound of Shoegaze,crasher,Astrobrite,Crush,rock,shoegaze,0.009380443,2,2,3,1,5,37,0.129,0.446,-6.403,0.183,
The Sound of Shoegaze,Black Metallic,Catherine Wheel,Ferment,rock,shoegaze,0.009380443,2,2,3,2,4,46,0.245,0.413,-11.762,0.0872,
The Sound of Shoegaze,Rave Down,Swervedriver,Raise,rock,shoegaze,0.009380443,2,2,3,1,4,33,0.136,0.945,-11.002,0.33,
The Sound of Shoegaze,Time Baby III,Various Artists,The Crow Original Motion Picture Soundtrack,rock,shoegaze,0.009380443,2,2,3,2,4,41,0.36,0.701,-6.347,0.725,
The Sound of Shoegaze,Pancake,Swirlies,Blonder Tongue Audio Baton,rock,shoegaze,0.009380443,2,2,3,2,4,45,0.173,0.811,-11.903,0.205,
The Sound of Reggae,Jah Give Us Life,Wailing Souls,The Very Best Of The Wailing Souls,rock,reggae,0.01025862,2,2,3,2,1,50,0.76,0.568,-12.166,0.962,
The Sound of Reggae,The International Herb,Culture,Too Long In Slavery,rock,reggae,0.01025862,2,2,3,2,5,52,0.825,0.433,-13.085,0.687,
The Sound of Reggae,Book Of Rules,The Heptones,Night Food,rock,reggae,0.01025862,2,2,3,2,1,54,0.779,0.533,-14.152,0.944,
The Sound of Reggae,Marcus Garvey,Burning Spear,Marcus Garvey,rock,reggae,0.01025862,2,2,3,2,5,55,0.7,0.473,-9.893,0.578,
The Sound of Reggae,Sinsemilla,Black Uhuru,Sinsemilla,rock,reggae,0.01025862,2,2,3,2,1,51,0.846,0.564,-10.915,0.708,
The Sound of Reggae,Lips of Wine,Dennis Brown,Super Reggae & Soul Hits,rock,reggae,0.01025862,2,2,3,2,5,52,0.858,0.473,-10.158,0.93,
The Sound of Reggae,My Master's Will,Israel Vibration,Reggae Knights,rock,reggae,0.01025862,2,2,3,2,1,53,0.857,0.537,-7.392,0.737,
The Sound of Reggae,Night Nurse,Gregory Isaacs,Night Nurse (Expanded Edition),rock,reggae,0.01025862,1,2,3,2,5,65,0.824,0.366,-10.96,0.895,
The Sound of Reggae,Dream Land,Bunny Wailer,Blackheart Man,rock,reggae,0.01025862,1,2,3,2,5,62,0.782,0.43,-14.285,0.89,
The Sound of Reggae,Pass The Kutchie,Mighty Diamonds,Reggae Anthology: Mighty Diamonds - Pass The Knowledge,rock,reggae,0.01025862,2,2,3,2,5,47,0.7,0.476,-9.771,0.652,
The Sound of Reggae,Satta Massagana,The Abyssinians,Satta Massagana,rock,reggae,0.01025862,2,2,3,2,5,37,0.501,0.407,-13.142,0.722,
The Sound of Reggae,Soul Rebel - 1990 Digital Remaster,The Gladiators,Dreadlocks The Time Is Now,rock,reggae,0.01025862,2,2,3,2,5,52,0.822,0.324,-12.85,0.698,
The Sound of Reggae,Don't Turn Around,Aswad,Distant Thunder,rock,reggae,0.01025862,2,2,3,2,1,53,0.756,0.558,-16.157,0.802,
Best Karaoke Songs Ever,Don't Stop Believin',Journey,Escape,rock,classic country pop,0.009304708,1,2,3,2,4,82,0.5,0.748,-9.072,0.514,
Best Karaoke Songs Ever,Shallow,Lady Gaga,A Star Is Born Soundtrack,rock,classic country pop,0.009304708,1,2,3,2,5,85,0.572,0.385,-6.362,0.323,
Best Karaoke Songs Ever,Wannabe,Spice Girls,Spice,rock,classic country pop,0.009304708,1,2,3,2,1,81,0.768,0.864,-6.145,0.891,
Best Karaoke Songs Ever,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney,rock,classic country pop,0.009304708,1,2,3,2,1,82,0.709,0.824,-8.824,0.867,
Best Karaoke Songs Ever,Love Shack,The B-52's,Cosmic Thing,rock,classic country pop,0.009304708,1,2,3,2,1,72,0.701,0.803,-6.786,0.903,
Best Karaoke Songs Ever,Ain't No Mountain High Enough - Stereo Version,Marvin Gaye,The Very Best Of Marvin Gaye,rock,classic country pop,0.009304708,2,2,3,2,1,0,0.677,0.693,-7.561,0.755,
Best Karaoke Songs Ever,I Want You Back,Various Artists,"Doo Wop & Pop, Vol. 1",rock,classic country pop,0.009304708,2,2,3,2,1,0,0.639,0.655,-6.03,0.925,
Best Karaoke Songs Ever,Love Song,Sara Bareilles,Little Voice,rock,classic country pop,0.009304708,1,2,3,2,4,75,0.583,0.786,-3.142,0.573,
Best Karaoke Songs Ever,Summer Nights - From “Grease”,Various Artists,Grease (The Original Motion Picture Soundtrack),rock,classic country pop,0.009304708,1,2,3,2,1,70,0.747,0.663,-9.415,0.606,
Best Karaoke Songs Ever,Don't Go Breaking My Heart,Elton John,To Be Continued...,rock,classic country pop,0.009304708,1,2,3,2,1,59,0.742,0.863,-7.823,0.776,
Best Karaoke Songs Ever,Total Eclipse of the Heart,Bonnie Tyler,The Very Best of Bonnie Tyler,rock,classic country pop,0.009304708,1,2,3,2,4,78,0.431,0.723,-5.887,0.19,
Best Karaoke Songs Ever,I Want It That Way,Backstreet Boys,Millennium,rock,classic country pop,0.009304708,1,2,3,2,5,81,0.689,0.694,-5.83,0.482,
The Sound of Viking Metal,Mjölner,Thyrfing,Urkraft (Extended),rock,viking metal,0.007658351,2,2,3,1,4,31,0.257,0.856,-5.462,0.541,
The Sound of Viking Metal,Odin owns ye all,Månegarm,Manegarm,rock,viking metal,0.007658351,2,2,3,2,4,27,0.452,0.904,-7.706,0.28,
The Sound of Viking Metal,Suden Tunti,Moonsorrow,Jumalten Aika,rock,viking metal,0.007658351,2,2,3,1,4,35,0.169,0.875,-10.04,0.25,
The Sound of Viking Metal,Eweroun,Falkenbach,Asa,rock,viking metal,0.007658351,2,2,3,2,4,42,0.496,0.667,-7.83,0.151,
The Sound of Viking Metal,Dragons of the North,Einherjer,Dragons of the North XX,rock,viking metal,0.007658351,2,2,3,2,4,31,0.369,0.907,-7.461,0.638,
The Sound of Viking Metal,Mach dich frei!,Finsterforst,Mach dich frei,rock,viking metal,0.007658351,2,2,3,2,4,25,0.38,0.93,-3.556,0.342,
The Sound of Viking Metal,Kjetteren Afterski - Remix,Trollfest,Kjetteren Afterski (Remix),rock,viking metal,0.007658351,2,2,3,2,4,38,0.58,0.882,-5.52,0.535,
The Sound of Viking Metal,Stone of the Seven Suns,SuidAkrA,Book of Dowth,rock,viking metal,0.007658351,2,2,3,1,4,42,0.224,0.987,-5.035,0.243,
The Sound of Viking Metal,Trollhammaren,Finntroll,Nattfödd,rock,viking metal,0.007658351,2,2,3,2,4,52,0.43,0.934,-6.107,0.449,
The Sound of Viking Metal,Das Bollwerk,Wolfchant,Bloodwinter,rock,viking metal,0.007658351,2,2,3,2,4,31,0.459,0.947,-4.51,0.341,
The Sound of Instrumental Math Rock,Cyniculture,Stage Kids,Killer Tofu,rock,instrumental math rock,0.006080518,2,2,3,1,4,38,0.582,0.954,-4.007,0.58,
The Sound of Instrumental Math Rock,D - feat. Tomotaka Tsuji,LITE,Fraction,rock,instrumental math rock,0.006080518,2,2,3,1,1,38,0.722,0.826,-3.623,0.782,
The Sound of Instrumental Math Rock,Marsh Partition,Floral,The Second Floral - EP,rock,instrumental math rock,0.006080518,2,2,3,1,4,31,0.391,0.724,-5.536,0.511,
The Sound of Instrumental Math Rock,Harvester,Monobody,Comma,rock,instrumental math rock,0.006080518,2,2,3,1,5,37,0.538,0.477,-10.958,0.0711,
The Sound of Instrumental Math Rock,40 Rods to the Hog's Head,Tera Melos,Drugs To The Dear Youth,rock,instrumental math rock,0.006080518,2,2,3,1,4,28,0.387,0.851,-6.928,0.142,
The Sound of Instrumental Math Rock,"When the Catholic Girls Go Camping, the Nicotine Vampires Rule Supreme.",Giraffes? Giraffes!,More Skin With Milk-Mouth (2015 Remaster),rock,instrumental math rock,0.006080518,2,2,3,1,4,31,0.247,0.738,-4.501,0.331,
The Sound of Instrumental Math Rock,MyBloodyJesusExplorerOnFire,You Slut!,Critical Meat (Remastered),rock,instrumental math rock,0.006080518,2,2,3,1,4,19,0.159,0.75,-9.194,0.251,
The Sound of Instrumental Math Rock,"If You Can't Vibe With the Peter Criss Jazz, You Must Be Dead",Via Luna,Calm and Clear,rock,instrumental math rock,0.006080518,2,2,3,1,4,38,0.536,0.757,-6.992,0.739,
The Sound of Indietronica,Animal,Miike Snow,Miike Snow,rock,indietronica,0.010083706,1,2,3,2,1,63,0.774,0.721,-6.662,0.654,
The Sound of Indietronica,Lights & Music,Cut Copy,In Ghost Colours,rock,indietronica,0.010083706,2,2,3,2,1,56,0.612,0.939,-4.206,0.543,
The Sound of Indietronica,Feel It All Around,Washed Out,Life of Leisure,rock,indietronica,0.010083706,1,2,3,1,4,67,0.34,0.737,-4.681,0.499,
The Sound of Indietronica,Take a Walk,Passion Pit,Gossamer,rock,indietronica,0.010083706,1,2,3,2,4,70,0.566,0.755,-5.526,0.445,
The Sound of Indietronica,Polish Girl,Neon Indian,Era Extraña,rock,indietronica,0.010083706,2,2,3,2,4,51,0.63,0.886,-4.151,0.454,
The Sound of Indietronica,Black Out Days - Future Islands Remix,Phantogram,Black Out Days (Future Islands Remix),rock,indietronica,0.010083706,1,2,3,1,4,82,0.477,0.483,-9.413,0.123,
The Sound of Indietronica,Over And Over,Hot Chip,The Warning,rock,indietronica,0.010083706,1,2,3,2,1,61,0.774,0.794,-4.446,0.724,
The Sound of Indietronica,Passion,RAC,BOY,rock,indietronica,0.010083706,1,2,3,2,1,60,0.777,0.721,-6.951,0.88,
The Sound of Indietronica,Rawnald Gregory Erickson the Second,STRFKR,Starfucker,rock,indietronica,0.010083706,1,2,3,1,1,68,0.9,0.538,-7.879,0.713,
The Sound of Indietronica,Boys Life,Small Black,Best Blues,rock,indietronica,0.010083706,2,2,3,2,4,52,0.585,0.734,-6.987,0.634,
The Sound of Indietronica,Leila - Poolside Remix,Miami Horror,Leila (Poolside Remix),rock,indietronica,0.010083706,1,2,3,2,1,60,0.77,0.768,-7.542,0.814,
The Sound of Indietronica,The High Road,Broken Bells,Broken Bells,rock,indietronica,0.010083706,1,2,3,2,1,67,0.61,0.638,-6.574,0.603,
The Sound of Indietronica,Saturdays (feat. HAIM),Twin Shadow,Caer,rock,indietronica,0.010083706,1,2,3,2,1,61,0.47,0.696,-4.749,0.802,
The Sound of Bebop,Alone Together - Rudy Van Gelder Remaster,Kenny Dorham,Quiet Kenny,jazz,bebop,0.009158645,2,2,4,1,2,56,0.336,0.0619,-20.494,0.197,
The Sound of Bebop,Polka Dots And Moonbeams - Remastered,Bud Powell,The Amazing Bud Powell,jazz,bebop,0.009158645,2,2,4,1,1,45,0.558,0.0891,-17.633,0.13,
The Sound of Bebop,Body And Soul,Sonny Stitt,New York Jazz,jazz,bebop,0.009158645,2,2,4,2,1,45,0.588,0.336,-11.161,0.246,
The Sound of Bebop,Sandu,Clifford Brown,Study In Brown,jazz,bebop,0.009158645,2,2,4,2,1,53,0.562,0.447,-9.363,0.471,
The Sound of Bebop,Blues Inn - Remastered,Jackie McLean,Jackie's Bag,jazz,bebop,0.009158645,2,2,4,2,1,49,0.583,0.461,-9.58,0.516,
The Sound of Bebop,(It Will Have To Do) Until The Real Thing Comes Along - Remastered,Dexter Gordon,A Swingin' Affair,jazz,bebop,0.009158645,2,2,4,2,2,55,0.487,0.228,-9.211,0.197,
The Sound of Bebop,"Gee Baby, Ain't I Good To You",Sonny Clark,Blues In The Night,jazz,bebop,0.009158645,2,2,4,1,1,32,0.622,0.149,-16.228,0.22,
The Sound of Bebop,"Goodbye, Old Girl",Art Farmer,Art,jazz,bebop,0.009158645,2,2,4,1,2,53,0.45,0.0288,-17.388,0.358,
The Sound of Bebop,St. Thomas,Sonny Rollins,Saxophone Colossus,jazz,bebop,0.009158645,2,2,4,2,5,50,0.541,0.607,-8.435,0.754,
The Sound of Bebop,Stolen Moments,Oliver Nelson,The Blues And The Abstract Truth,jazz,bebop,0.009158645,2,2,4,1,1,55,0.575,0.187,-13.081,0.342,
The Sound of Bebop,Someone To Watch Over Me,Lee Konitz,Lee Konitz Meets Jimmy Giuffre,jazz,bebop,0.009158645,2,2,4,1,2,56,0.419,0.0284,-24.09,0.121,
The Sound of Cool Jazz,Someone To Watch Over Me,Lee Konitz,Lee Konitz Meets Jimmy Giuffre,jazz,cool jazz,0.008787178,2,2,4,1,2,56,0.419,0.0284,-24.09,0.121,
The Sound of Cool Jazz,"Goodbye, Old Girl",Art Farmer,Art,jazz,cool jazz,0.008787178,2,2,4,1,2,53,0.45,0.0288,-17.388,0.358,
The Sound of Cool Jazz,Evening In Paris,Zoot Sims,Zoot Sims avec Henri Renaud et son orchestre,jazz,cool jazz,0.008787178,2,2,4,2,1,51,0.564,0.162,-12.06,0.57,
The Sound of Cool Jazz,Softly As In A Morning Sunrise,The Modern Jazz Quartet,Elegance: The Birth Of The Modern Jazz Quartet,jazz,cool jazz,0.008787178,2,2,4,2,1,53,0.634,0.327,-9.703,0.498,
The Sound of Cool Jazz,You Go to My Head - 2007 Remastered Version,Art Pepper,Besame Mucho,jazz,cool jazz,0.008787178,2,2,4,2,1,37,0.585,0.149,-13.139,0.195,
The Sound of Cool Jazz,Lullaby Of The Leaves,Gerry Mulligan Quartet,Gerry Mulligan Quartet Vol.1 (Expanded Edition),jazz,cool jazz,0.008787178,2,2,4,1,2,43,0.44,0.182,-11.911,0.524,
The Sound of Cool Jazz,Line For Lyons,Gerry Mulligan,Gerry Mulligan - Paul Desmond Quartet (Expanded Edition),jazz,cool jazz,0.008787178,2,2,4,2,1,53,0.543,0.133,-16.846,0.464,
The Sound of Cool Jazz,Misty,Bob Brookmeyer,Bob Brookmeyer & Friends,jazz,cool jazz,0.008787178,2,2,4,2,2,38,0.377,0.0839,-17.9,0.15,
The Sound of Cool Jazz,Las Vegas Tango,Gil Evans,The Individualism Of Gil Evans,jazz,cool jazz,0.008787178,2,2,4,2,6,37,0.301,0.459,-13.618,0.287,
The Sound of Cool Jazz,A Taste of Honey - Live,Paul Desmond,Greatest Hits Series--Paul Desmond,jazz,cool jazz,0.008787178,2,2,4,2,2,55,0.492,0.151,-18.015,0.215,
The Sound of Cool Jazz,My All,Jimmy Giuffre,The Jimmy Giuffre 3,jazz,cool jazz,0.008787178,2,2,4,1,2,29,0.32,0.0185,-26.744,0.166,
The Sound of Bossa Nova,Manha de Carnaval,João Donato,The New Sound of Brazil,jazz,bossa nova,0.009632897,2,2,4,1,6,52,0.722,0.208,-23.775,0.88,
The Sound of Bossa Nova,Fusion,Rosa Passos,Rosa,jazz,bossa nova,0.009632897,2,2,4,2,1,48,0.65,0.0981,-15.105,0.502,
The Sound of Bossa Nova,Canto De Ossanha,Baden Powell,Os Afro - Sambas De Baden E Vinícius,jazz,bossa nova,0.009632897,2,2,4,2,6,48,0.469,0.503,-13.093,0.698,
The Sound of Bossa Nova,Zum-Zum,Edu Lobo,Cantiga De Longe,jazz,bossa nova,0.009632897,2,2,4,2,1,53,0.58,0.233,-18.373,0.757,
The Sound of Bossa Nova,Estrelar,Marcos Valle,Marcos Valle,jazz,bossa nova,0.009632897,2,2,4,2,5,58,0.879,0.495,-10.584,0.802,
The Sound of Bossa Nova,Clareana,Joyce,Feminina,jazz,bossa nova,0.009632897,2,2,4,2,2,40,0.448,0.131,-14.104,0.362,
The Sound of Bossa Nova,João E Maria,Nara Leão,20 Grandes Sucessos De Nara Leao,jazz,bossa nova,0.009632897,2,2,4,2,1,38,0.582,0.351,-12.27,0.681,
The Sound of Bossa Nova,"Mas, Que Nada!",Various Artists,That's Latin,jazz,bossa nova,0.009632897,2,2,4,1,5,41,0.649,0.605,-11.042,0.837,
The Sound of Bossa Nova,Pela Luz dos Olhos Teus - Bonus Track,Miúcha,Miucha & Tom Jobim Vol. 1,jazz,bossa nova,0.009632897,1,2,4,2,6,60,0.451,0.277,-11.615,0.783,
The Sound of Bossa Nova,Samba Della Benedizioni - Samba de Bendición,Carlos Lyra,Saravá,jazz,bossa nova,0.009632897,2,2,4,2,5,39,0.625,0.487,-13.877,0.862,
The Sound of Bossa Nova,Tudo Que Voce Podia Ser,Quarteto Em Cy,Quarteto Em Cy,jazz,bossa nova,0.009632897,2,2,4,2,5,54,0.533,0.65,-8.53,0.455,
The Sound of Bossa Nova,Só Danço Samba,Zimbo Trio,Zimbo Trio,jazz,bossa nova,0.009632897,2,2,4,2,6,43,0.396,0.641,-12.532,0.803,
The Sound of Samba,Sonho Meu,Various Artists,"Sambabook Dona Ivone Lara, Vol. 2",jazz,samba,0.009566177,1,2,4,2,1,62,0.597,0.444,-8.805,0.444,
The Sound of Samba,Juízo Final,Nelson Cavaquinho,Nelson Cavaquinho,jazz,samba,0.009566177,2,2,4,2,1,51,0.729,0.768,-9.83,0.849,
The Sound of Samba,Sou Mais o Samba,"Candeia, Cavaquinho, Medeiros & Brito",Quatro Grandes Do Samba,jazz,samba,0.009566177,2,2,4,2,6,43,0.461,0.589,-7.578,0.964,
The Sound of Samba,Foi Um Rio Que Passou Em Minha Vida,Paulinho Da Viola,Foi Um Rio Que Passou Em Minha Vida,jazz,samba,0.009566177,2,2,4,2,5,44,0.723,0.669,-10.727,0.899,
The Sound of Samba,Nas Asas da Canção,Nelson Sargento,Versátil,jazz,samba,0.009566177,2,2,4,2,5,42,0.673,0.416,-11.41,0.871,
The Sound of Samba,Todo Menino É Um Rei,Roberto Ribeiro,Roberto Ribeiro,jazz,samba,0.009566177,2,2,4,2,1,37,0.567,0.849,-5.563,0.953,
The Sound of Samba,Chove e Não Molha,"Candeia, Cavaquinho, Medeiros & Brito",Quatro Grandes Do Samba,jazz,samba,0.009566177,2,2,4,2,5,42,0.747,0.556,-7.743,0.848,
The Sound of Samba,Falador Passa Mal,Os Originais Do Samba,É Preciso Cantar,jazz,samba,0.009566177,2,2,4,2,5,52,0.787,0.648,-11.148,0.764,
The Sound of Samba,"Volta, Meu Amor",VELHA GUARDA DA PORTELA,Tudo Azul,jazz,samba,0.009566177,2,2,4,2,6,35,0.453,0.565,-7.375,0.554,
The Sound of Samba,Incompatilidade De Gênios,Clementina De Jesus,Clementina De Jesus: Convidado Especial Carlos Cachaca,jazz,samba,0.009566177,2,2,4,2,1,39,0.788,0.42,-9.348,0.672,
The Sound of Samba,A Voz do Morro,Various Artists,Latin Grooves - Samba,jazz,samba,0.009566177,2,2,4,2,5,46,0.517,0.646,-10.736,0.955,
The Sound of Samba,O Samba É Meu Dom,Wilson Das Neves,O Som Sagrado de Wilson das Neves,jazz,samba,0.009566177,2,2,4,2,1,42,0.677,0.391,-13.645,0.532,
The Sound of Avant-Garde Jazz,6-77AR-36K (Opus 23B),Anthony Braxton,"New York, Fall 1974",jazz,avant-garde jazz,0.007030825,2,2,4,1,6,26,0.487,0.52,-11.261,0.771,
The Sound of Avant-Garde Jazz,Beatrice,Sam Rivers,Fuchsia Swing Song,jazz,avant-garde jazz,0.007030825,2,2,4,2,2,36,0.488,0.123,-18.618,0.226,
The Sound of Avant-Garde Jazz,Thème de Yoyo,Art Ensemble Of Chicago,american swinging in paris,jazz,avant-garde jazz,0.007030825,2,2,4,2,6,34,0.48,0.603,-12.281,0.619,
The Sound of Avant-Garde Jazz,Lonely Woman,Ornette Coleman,The Shape Of Jazz To Come,jazz,avant-garde jazz,0.007030825,2,2,4,2,6,39,0.474,0.376,-10.482,0.253,
The Sound of Avant-Garde Jazz,Ornette,Roscoe Mitchell,Roscoe Mitchell Sextet - Sound,jazz,avant-garde jazz,0.007030825,2,2,4,2,6,22,0.284,0.651,-7.947,0.329,
