playlist_name,song,artist,album,main_genre,subgenre,prior_prob,q1,q2,q3,q4,q5,popularity,danceability,energy,loudness,valence,subg_song_count
The Sound of Deep House,Finally,Kings Of Tomorrow,It's In the Lifestyle (Limited Edition),electronic,deep house,0.010278456,1,2,1,2,1,59,0.859,0.584,-10.933,0.833,13
The Sound of Deep House,You're in My System - Dennis Quin Vocal Mix,Kerri Chandler,You're in My System (Dennis Quin Remixes),electronic,deep house,0.010278456,2,2,1,2,1,47,0.841,0.807,-5.419,0.475,6
The Sound of Deep House,Hey Hey,Dennis Ferrer,Hey Hey,electronic,deep house,0.010278456,2,2,1,2,1,52,0.728,0.868,-5.446,0.921,10
The Sound of Deep House,Misunderstood - Stripped & Salty Vocal,Miguel Migs,Misunderstood (Remixes),electronic,deep house,0.010278456,2,2,1,2,1,46,0.811,0.727,-7.048,0.685,11
The Sound of Deep House,Tom's Bar,Osunlade,MOSS,electronic,deep house,0.010278456,2,2,1,2,5,44,0.712,0.481,-15.734,0.908,12
The Sound of Deep House,Try A Little Tenderness,Sandy Rivera,Try A Little Tenderness,electronic,deep house,0.010278456,2,2,1,2,5,48,0.946,0.317,-7.003,0.558,11
The Sound of Deep House,Lovelee Dae - Original,Blaze,Lovelee Dae,electronic,deep house,0.010278456,2,2,1,1,5,44,0.733,0.634,-9.395,0.326,11
The Sound of Deep House,Claudette - Ralf Gum Radio Edit,Ralf Gum,Claudette (The Ralf GUM and Jimpster Mixes),electronic,deep house,0.010278456,2,2,1,2,5,47,0.878,0.341,-7.986,0.724,10
The Sound of Deep House,Don't Be Afraid,DJ Spen,Transition,electronic,deep house,0.010278456,2,2,1,2,1,40,0.794,0.691,-8.898,0.878,10
The Sound of Deep House,Soul Spectral,Jimpster,Soul Spectral EP,electronic,deep house,0.010278456,2,2,1,1,3,42,0.802,0.886,-8.064,0.229,9
The Sound of Deep House,Your Love (feat. Jamie Principle),Frankie Knuckles,Four Most Cuts Presents - Frankie Knuckles vs. Mr Fingers,electronic,deep house,0.010278456,2,2,1,1,3,52,0.698,0.871,-7.923,0.179,10
The Sound of Deep House,Don't Stop The Music - Art Of Tones Modern Disco Mix,Reel People,Retroflection Remixed,electronic,deep house,0.010278456,2,2,1,2,1,40,0.927,0.618,-9.813,0.957,11
The Sound of Deep House,Heartbreaker,Crazy P,When We On,electronic,deep house,0.010278456,2,2,1,1,1,58,0.896,0.765,-7.335,0.657,11
The Sound of Breakcore,Girlfriend,Knifehandchop,How I Left You,electronic,breakcore,0.004729893,2,2,1,1,5,33,0.607,0.695,-10.354,0.0683,11
The Sound of Breakcore,Jungle Riot,OVe-NaXx,Bullets From Habikino City H.C.,electronic,breakcore,0.004729893,2,2,1,1,4,13,0.517,0.966,-7.443,0.565,13
The Sound of Breakcore,The Importance of Stealth,Drumcorps,Better Days,electronic,breakcore,0.004729893,2,2,1,2,4,36,0.533,0.923,-2.603,0.704,10
The Sound of Breakcore,You Make Me Sick,Sickboy,Shake Hands With A Clenched Fist,electronic,breakcore,0.004729893,2,2,1,2,3,21,0.615,0.992,-5.338,0.368,6
The Sound of Breakcore,My Gums Bleed For This Type Of Shit,Ladyscraper,Cunt Kicker,electronic,breakcore,0.004729893,2,2,1,1,3,21,0.57,0.951,-11.41,0.312,12
The Sound of Breakcore,Skelechairs,Doormouse,Skelechairs,electronic,breakcore,0.004729893,2,2,1,1,4,19,0.705,0.865,-6.893,0.0803,13
The Sound of Vaporwave,Love You Like Before,18 Carat Affair,Spent Passions 2,electronic,vaporwave,0.007586222,2,2,1,1,5,37,0.719,0.495,-12.557,0.353,13
The Sound of Vaporwave,Climbing the Corporate Ladder,Nmesh,Dream Sequins®,electronic,vaporwave,0.007586222,2,2,1,1,3,41,0.772,0.71,-7.663,0.194,9
The Sound of Vaporwave,光る目,t e l e p a t h テレパシー能力者,ロストエデンへのパス,electronic,vaporwave,0.007586222,2,2,1,1,5,43,0.367,0.666,-10.882,0.0761,5
The Sound of Vaporwave,808 Dreams,VAPERROR,Mana Pool,electronic,vaporwave,0.007586222,2,2,1,1,1,43,0.764,0.705,-11.505,0.754,12
The Sound of Vaporwave,Pinot Noir,Eyeliner,Buy Now,electronic,vaporwave,0.007586222,2,2,1,1,1,38,0.627,0.623,-10.968,0.708,13
The Sound of Vaporwave,S.W.A.K.,luxury elite,World Class,electronic,vaporwave,0.007586222,2,2,1,2,5,50,0.727,0.484,-12.892,0.389,5
The Sound of Vaporwave,Lost Dreams,Infinity Frequencies,Shrines,electronic,vaporwave,0.007586222,2,2,1,1,3,37,0.558,0.752,-9.323,0.325,13
The Sound of Vaporwave,Warmpop,ESPRIT 空想,200% Electronica,electronic,vaporwave,0.007586222,2,2,1,1,3,48,0.423,0.771,-8.259,0.194,13
The Sound of Vaporwave,バイスシティ Driving Through The Dawn,CYBEREALITYライフ,v i r t u a l r e s o r t ™,electronic,vaporwave,0.007586222,2,2,1,1,5,33,0.55,0.863,-8.06,0.921,13
The Sound of Vaporwave,Teen Pregnancy,Blank Banshee,Blank Banshee 0,electronic,vaporwave,0.007586222,2,2,1,2,1,52,0.75,0.984,-4.933,0.767,13
The Sound of Future Funk,Just For Me,Proux,Back By Popular Demand,electronic,future funk,0.008345385,2,2,1,2,1,47,0.618,0.894,-5.659,0.423,11
The Sound of Future Funk,Star Struck,ConsciousThoughts,Volume 1,electronic,future funk,0.008345385,2,2,1,1,1,29,0.679,0.912,-6.203,0.649,13
The Sound of Future Funk,Virtual World,FIBRE,Virtual World,electronic,future funk,0.008345385,2,2,1,2,1,37,0.698,0.884,-6.017,0.692,8
The Sound of Future Funk,Plastic,Tendencies,Waterbed (Deluxe),electronic,future funk,0.008345385,2,2,1,1,1,35,0.773,0.986,-6.274,0.468,13
The Sound of Future Funk,DAILY ILLEGAL ANIME CONSUMPTION PT.1,AnTgry,DAILY ILLEGAL ANIME CONSUMPTION PT.1,electronic,future funk,0.008345385,2,2,1,1,1,40,0.814,0.575,-7.234,0.778,12
The Sound of Future Funk,Fuel injection,Cape Coral,TELESEX555,electronic,future funk,0.008345385,2,2,1,1,4,41,0.573,0.862,-8.176,0.501,11
The Sound of Future Funk,The Other Side Of Existence,Yuni Wa,Context 4,electronic,future funk,0.008345385,2,2,1,2,3,43,0.57,0.732,-4.953,0.269,11
The Sound of Future Funk,Mode,ev.exi,Remember,electronic,future funk,0.008345385,2,2,1,1,4,40,0.509,0.929,-5.17,0.689,13
The Sound of Future Funk,Roses,BarbWalters,Roses,electronic,future funk,0.008345385,2,2,1,2,1,35,0.683,0.874,-4.824,0.687,12
The Sound of Future Funk,Stay with Me - Night Tempo Showa Groove Mix,Night Tempo,Miki Matsubara Night Tempo Presents the Showa Groove,electronic,future funk,0.008345385,2,2,1,2,4,56,0.57,0.893,-2.967,0.515,11
The Sound of Future Funk,Collision Course,Amherst,Heat.wav,electronic,future funk,0.008345385,2,2,1,1,1,40,0.756,0.832,-6.583,0.667,10
The Sound of Trance,In These Arms,The Thrillseekers,Escape,electronic,trance,0.009820434,2,2,1,1,5,25,0.288,0.552,-11.98,0.0371,12
The Sound of Trance,Island,Solarstone,Island,electronic,trance,0.009820434,2,2,1,1,1,47,0.624,0.737,-9.703,0.456,11
The Sound of Trance,Hidden Sun of Serenity,Alex M.O.R.P.H.,Hidden Sun of Serenity,electronic,trance,0.009820434,2,2,1,2,3,49,0.372,0.974,-7,0.285,7
The Sound of Trance,Find Yourself,John O'Callaghan,Armada Collected: John O'Callaghan,electronic,trance,0.009820434,2,2,1,2,5,51,0.567,0.599,-5.616,0.366,13
The Sound of Trance,Airwave - Radio Vocal Edit,Rank 1,Airwave,electronic,trance,0.009820434,2,2,1,1,3,53,0.511,0.793,-11.87,0.233,13
The Sound of Trance,The Whiteroom,Andy Moor,The Whiteroom,electronic,trance,0.009820434,2,2,1,1,3,53,0.467,0.941,-6.992,0.172,13
The Sound of Trance,Made of Stone,Richard Durand,Made of Stone,electronic,trance,0.009820434,2,2,1,2,4,50,0.521,0.937,-5.652,0.0925,13
The Sound of Trance,Follow Me - Radio Edit,Various Artists,100% Clubland Trance,electronic,trance,0.009820434,2,2,1,2,3,48,0.48,0.974,-7.009,0.395,9
The Sound of Trance,Lisbon,Markus Schulz,Lisbon,electronic,trance,0.009820434,2,2,1,1,4,47,0.474,0.839,-11.903,0.0362,13
The Sound of Trance,Golden Hour (ASOT 1041),Armin van Buuren ASOT Radio,ASOT 1041 - A State Of Trance Episode 1041,electronic,trance,0.009820434,2,2,1,1,4,39,0.271,0.961,-8.433,0.038,13
The Sound of Trance,Lift - Chris Voro & Ode ReChill,Sean Tyas,Lift (Remixes),electronic,trance,0.009820434,2,2,1,1,5,42,0.624,0.457,-10.937,0.0597,13
The Sound of Trance,Visitors - Original Mix,Stoneface & Terminal,Be Different,electronic,trance,0.009820434,2,2,1,1,4,39,0.455,0.536,-10.766,0.0502,13
The Sound of Dubstep,Pitchforks & Fire,Dr. Ozi,Pitchforks & Fire / Formula,electronic,dubstep,0.009137006,2,2,1,2,1,39,0.651,0.996,0.747,0.603,9
The Sound of Dubstep,Frequency Shifter,Graphyt,Outer Space EP,electronic,dubstep,0.009137006,2,2,1,2,3,36,0.596,0.98,-3.1,0.158,13
The Sound of Dubstep,British Gas,Oddprophet,Oracle EP,electronic,dubstep,0.009137006,2,2,1,2,3,38,0.393,0.964,-0.928,0.292,4
The Sound of Dubstep,Meme Graveyard,Bandlez,Meme Graveyard,electronic,dubstep,0.009137006,2,2,1,2,3,49,0.372,0.909,-2.626,0.401,12
The Sound of Dubstep,Catch Em,Ecraze,Catch Em,electronic,dubstep,0.009137006,2,2,1,2,3,31,0.723,0.823,-3.556,0.102,13
The Sound of Dubstep,Future,IVORY,Bleep Bloop EP,electronic,dubstep,0.009137006,2,2,1,2,3,30,0.466,0.815,-1.756,0.377,9
The Sound of Dubstep,Break 'Em Down,SVDDEN DEATH,VOYD Vol. I,electronic,dubstep,0.009137006,2,2,1,2,3,35,0.643,0.927,0.229,0.244,13
The Sound of Dubstep,Purge,Badklaat,Purge,electronic,dubstep,0.009137006,2,2,1,2,3,39,0.544,0.969,-2.715,0.142,12
The Sound of Dubstep,Just Like You,Kompany,Just Like You,electronic,dubstep,0.009137006,2,2,1,2,3,45,0.273,0.893,-2.419,0.175,13
The Sound of Dubstep,Electric Noodle Soup,UBUR,Electric Noodle Soup,electronic,dubstep,0.009137006,2,2,1,2,1,43,0.667,0.844,1.123,0.406,9
The Sound of Dubstep,Superposition,Oolacile,Perceiver Pt. 2 Reality Simulator,electronic,dubstep,0.009137006,2,2,1,2,3,29,0.582,0.94,-2.301,0.129,9
The Sound of Synthwave,Anywhere,Jordan F,Memory Collision,electronic,synthwave,0.008662755,2,2,1,2,5,35,0.556,0.737,-7.976,0.475,12
The Sound of Synthwave,Beta Girl Lost in Forever,SelloRekt / LA Dreams,Parallel Lines,electronic,synthwave,0.008662755,2,2,1,1,1,42,0.644,0.777,-7.621,0.568,13
The Sound of Synthwave,Light Years,Various Artists,Retrowave,electronic,synthwave,0.008662755,2,2,1,1,3,47,0.489,0.837,-6.881,0.193,12
The Sound of Synthwave,Them or Us,Highway Superstar,Take My Time,electronic,synthwave,0.008662755,2,2,1,1,3,38,0.657,0.822,-8.603,0.388,10
The Sound of Synthwave,West Side Lane,Lost Years,Black Waves,electronic,synthwave,0.008662755,2,2,1,1,3,44,0.683,0.919,-4.951,0.187,8
The Sound of Synthwave,Outrun This!,Arcade High,Pixel Passion,electronic,synthwave,0.008662755,2,2,1,1,3,48,0.395,0.817,-8.446,0.279,13
The Sound of Synthwave,Sex in a Dream,Android Automatic,Mojave,electronic,synthwave,0.008662755,2,2,1,1,5,41,0.629,0.572,-9.018,0.119,11
The Sound of Synthwave,Why Did I Say Goodbye,Tommy '86,Frequency Modulations,electronic,synthwave,0.008662755,2,2,1,1,3,37,0.535,0.861,-8.525,0.3,11
The Sound of Synthwave,Test Pilot,Stilz,Starcrash,electronic,synthwave,0.008662755,2,2,1,1,3,51,0.575,0.786,-9.962,0.382,12
The Sound of Synthwave,Beyond the Stars,morgan willis,Supernova,electronic,synthwave,0.008662755,2,2,1,2,1,32,0.647,0.9,-5.29,0.745,12
The Sound of Synthwave,Nightlife,Street Cleaner,Payback,electronic,synthwave,0.008662755,2,2,1,1,3,39,0.536,0.914,-5.156,0.405,9
The Sound of Breakbeat,Cracks - Flux Pavilion Remix,Freestylers,Cracks,electronic,breakbeat,0.008211945,2,2,1,2,3,53,0.499,0.826,-7.082,0.427,10
The Sound of Breakbeat,Zones - 4Kuba Remix,Future Funk Squad,Re-Orders of Skill,electronic,breakbeat,0.008211945,2,2,1,1,4,36,0.492,0.982,-5.202,0.715,11
The Sound of Breakbeat,Somali Funk,Stanton Warriors,Somali Funk,electronic,breakbeat,0.008211945,2,2,1,1,1,42,0.659,0.944,-3.845,0.521,12
The Sound of Breakbeat,Yes Yes - Hybrid Theory Remix,Plump DJs,Yes Yes (Hybrid Theory Remix),electronic,breakbeat,0.008211945,2,2,1,1,1,33,0.861,0.644,-8.659,0.739,12
The Sound of Breakbeat,Feelin Kinda Strange,Drumattic Twins,Feelin Kinda Strange,electronic,breakbeat,0.008211945,2,2,1,1,1,36,0.829,0.862,-10.154,0.572,12
The Sound of Breakbeat,The Pressure,The Breakfastaz,The Pressure,electronic,breakbeat,0.008211945,2,2,1,1,1,22,0.61,0.92,-8.563,0.426,10
The Sound of Breakbeat,Banana (Remix),Slyde,Banana (Remix),electronic,breakbeat,0.008211945,2,2,1,2,1,15,0.818,0.861,-5.516,0.931,12
The Sound of Breakbeat,Hot Rock Boy,Splitloop,Heavy Weight Breaks 3 (Part 2 of 3),electronic,breakbeat,0.008211945,2,2,1,1,1,12,0.756,0.762,-7.316,0.643,12
The Sound of Breakbeat,The Law of Life,Elite Force,Revamped,electronic,breakbeat,0.008211945,2,2,1,1,4,24,0.722,0.92,-4.302,0.0561,11
The Sound of Breakbeat,The Eastoner,General Midi,Midi Style,electronic,breakbeat,0.008211945,2,2,1,1,5,29,0.598,0.355,-15.187,0.302,12
The Sound of UK DnB,Chit Chat,Trex,Chit Chat / Dub Pirates (Covert Garden Remix),electronic,uk dnb,0.008199323,2,2,1,1,1,31,0.737,0.95,-3.316,0.593,8
The Sound of UK DnB,Pagans,Need For Mirrors,Pagan,electronic,uk dnb,0.008199323,2,2,1,2,1,36,0.702,0.868,-3.159,0.572,6
The Sound of UK DnB,Last Goodbye,Break,Another Way,electronic,uk dnb,0.008199323,2,2,1,2,1,45,0.705,0.918,-3.47,0.71,7
The Sound of UK DnB,Jungle Jungle,Bladerunner,Jungle Jungle,electronic,uk dnb,0.008199323,2,2,1,1,3,36,0.545,0.786,-1.846,0.13,7
The Sound of UK DnB,Kill Switch,T>I,Kill Switch,electronic,uk dnb,0.008199323,2,2,1,2,3,34,0.69,0.959,-1.705,0.34,10
The Sound of UK DnB,Around Me VIP,Klinical,Around Me VIP EP,electronic,uk dnb,0.008199323,2,2,1,2,5,32,0.626,0.637,-2.903,0.0395,7
The Sound of UK DnB,She Moves,Zero T,Off Broadway,electronic,uk dnb,0.008199323,2,2,1,1,4,37,0.537,0.88,-4.48,0.581,7
The Sound of UK DnB,Hit the Target,DLR,Hit the Target / NADS,electronic,uk dnb,0.008199323,2,2,1,1,4,32,0.697,0.916,-3.505,0.0972,11
The Sound of UK DnB,Let It Breathe,Villem,Playing the Changes,electronic,uk dnb,0.008199323,2,2,1,2,3,43,0.704,0.71,-2.909,0.39,4
The Sound of UK DnB,Break the Habit,Sustance,Break the Habit,electronic,uk dnb,0.008199323,2,2,1,2,4,37,0.684,0.808,-6.517,0.0786,13
The Sound of Chiptune,Regain Control,Shirobon,"Special Selection, Vol.1 (2006-2019)",electronic,chiptune,0.007470815,2,2,1,2,1,50,0.66,0.68,-6.872,0.433,6
The Sound of Chiptune,Close to Me,Various Artists,Domo Loves Chiptune,electronic,chiptune,0.007470815,2,2,1,2,3,47,0.213,0.85,-4.115,0.425,11
The Sound of Chiptune,Final Blast,zabutom,Zeta Force,electronic,chiptune,0.007470815,2,2,1,1,5,35,0.504,0.983,-8.696,0.923,6
The Sound of Chiptune,Icarus,Trash80,Icarus,electronic,chiptune,0.007470815,2,2,1,1,4,38,0.516,0.82,-8.54,0.556,13
The Sound of Chiptune,Crystal Tokyo,FantomenK,Crystal Tokyo,electronic,chiptune,0.007470815,2,2,1,1,3,42,0.353,0.926,-7.184,0.398,9
The Sound of Chiptune,Bongoloid,Goto80,Commodore Grooves,electronic,chiptune,0.007470815,2,2,1,1,5,15,0.539,0.98,-6.699,0.997,12
The Sound of Chiptune,Miku,Anamanaguchi,Miku,electronic,chiptune,0.007470815,1,2,1,2,1,65,0.718,0.715,-5.981,0.557,12
The Sound of Chiptune,Gravity in Terms of Space-Time,Starscream,"Future, and It Doesn't Work + Remixes",electronic,chiptune,0.007470815,2,2,1,1,3,25,0.433,0.898,-9.678,0.447,13
The Sound of Chiptune,The Somnambulist - Zabutom's Gameboy Remix,Psilodump,The Somnambulist,electronic,chiptune,0.007470815,2,2,1,1,4,21,0.479,0.986,-5.774,0.524,12
Drone,Hall of Judgement,Anthony Linell,Winter Ashes,electronic,drone,0.00806408,2,2,1,1,2,23,0.13,0.111,-12.194,0.0364,13
Drone,Emanation,SaffronKeira,Emanation,electronic,drone,0.00806408,2,2,1,1,2,19,0.129,0.286,-20.123,0.128,6
Drone,Mist,SVLBRD,Inland,electronic,drone,0.00806408,2,2,1,1,2,24,0.211,0.261,-20.552,0.0333,9
Drone,Music for Tundra Pt. 1,Tim Hecker,Haunt Me,electronic,drone,0.00806408,2,2,1,1,2,36,0.235,0.26,-18.551,0.317,9
Drone,Melts All Your Memories,Vanity Productions,Shadow Box,electronic,drone,0.00806408,2,2,1,1,5,28,0.0639,0.563,-11.055,0.0617,13
Drone,The Canonization,Scanner,Earthbound Transmissions,electronic,drone,0.00806408,2,2,1,1,2,20,0.172,0.357,-18.988,0.0399,13
Drone,Waking Up,Celer,Sunspots,electronic,drone,0.00806408,2,2,1,1,2,25,0.278,0.116,-27.205,0.033,8
Drone,CHIAROSCURO,Alessandro Cortini,SCURO CHIARO,electronic,drone,0.00806408,2,2,1,1,2,30,0.158,0.25,-13.263,0.0358,7
Drone,Half Light of Dawn,Abul Mogard,Circular Forms,electronic,drone,0.00806408,2,2,1,1,2,0,0.14,0.0212,-22.507,0.0376,10
Drone,T' Cow's Yed,Nocturnal Emissions,Spiritflesh,electronic,drone,0.00806408,2,2,1,2,2,24,0.105,0.213,-23.979,0.0541,10
The Sound of Vocaloid,トンデモワンダーズ,sasakure.UK,トンデモワンダーズ,electronic,vocaloid,0.009064877,1,2,1,2,1,59,0.671,0.913,-4.205,0.96,9
The Sound of Vocaloid,ロストワンの号哭,Neru,世界征服,electronic,vocaloid,0.009064877,2,2,1,2,4,41,0.414,0.903,-1.466,0.813,12
The Sound of Vocaloid,Love Trial,40mP,41m,electronic,vocaloid,0.009064877,2,2,1,2,1,53,0.71,0.851,-2.633,0.895,10
The Sound of Vocaloid,ヴァンパイア,DECO*27,ヴァンパイア,electronic,vocaloid,0.009064877,1,2,1,2,5,63,0.555,0.955,-4.073,0.955,9
The Sound of Vocaloid,神っぽいな,PinocchioP,神っぽいな,electronic,vocaloid,0.009064877,2,2,1,2,1,54,0.652,0.811,-7.125,0.538,7
The Sound of Vocaloid,脳漿炸裂ガール 2015ver.,rerulili,厨病激発ボーイ,electronic,vocaloid,0.009064877,2,2,1,2,4,51,0.427,0.966,-3.091,0.675,12
The Sound of Vocaloid,ロキ,Mikito P,DAISAN WAVE,electronic,vocaloid,0.009064877,1,2,1,2,4,63,0.545,0.985,-3.106,0.703,7
The Sound of Vocaloid,Q,Siinamota,アルターワー・セツナポップ,electronic,vocaloid,0.009064877,2,2,1,2,1,37,0.625,0.811,-5.348,0.738,
The Sound of Vocaloid,flos - Replica-edit,R Sound Design,Replica,electronic,vocaloid,0.009064877,2,2,1,2,1,50,0.671,0.666,-3.193,0.88,
The Sound of Vocaloid,リモコン,Wonderful★opportunity!,ワン☆オポ!vol.04,electronic,vocaloid,0.009064877,2,2,1,2,1,45,0.626,0.965,-3.174,0.934,
The Sound of Vocaloid,Teo,Omoi,The First Waltz,electronic,vocaloid,0.009064877,2,2,1,2,3,51,0.343,0.972,-1.909,0.249,
The Sound of Electro Swing,Crazy in Love - Electro Swing Version,Swing Republic,Crazy in Love,electronic,electro swing,0.008439153,2,2,1,2,1,47,0.612,0.719,-6.451,0.893,
The Sound of Electro Swing,Wash My Hands,Kormac,Word Play,electronic,electro swing,0.008439153,2,2,1,1,1,44,0.888,0.753,-6.968,0.544,
The Sound of Electro Swing,Looking Like This,Lyre Le Temps,Outside the Box,electronic,electro swing,0.008439153,2,2,1,2,1,55,0.74,0.762,-5.172,0.829,
The Sound of Electro Swing,Gingerbread Man,Dirty Honkers,Death by Swing,electronic,electro swing,0.008439153,2,2,1,2,1,40,0.656,0.919,-5.865,0.606,
The Sound of Electro Swing,Istanbul (Not Constantinople),Bart & Baker,"Introducing, Bart&Baker",electronic,electro swing,0.008439153,2,2,1,2,1,43,0.734,0.887,-4.634,0.961,
The Sound of Electro Swing,Bad Boy Good Man - Aerophon Mix,Tape Five,Tonight Josephine!,electronic,electro swing,0.008439153,2,2,1,2,1,47,0.829,0.88,-5.62,0.921,
The Sound of Electro Swing,Lost in the Rhythm,Jamie Berry,The Jamie Berry Collection,electronic,electro swing,0.008439153,2,2,1,2,1,21,0.879,0.849,-6.115,0.731,
The Sound of Electro Swing,Mais Non (1920 Version),Klischée,Late Check-Out,electronic,electro swing,0.008439153,2,2,1,2,1,6,0.865,0.879,-6.812,0.852,
The Sound of Electro Swing,Trouble,Annella,Trouble,electronic,electro swing,0.008439153,2,2,1,2,1,44,0.688,0.913,-3.726,0.534,
The Sound of Electro Swing,No Strings Attached,Swingrowers,Outsidein,electronic,electro swing,0.008439153,2,2,1,2,1,45,0.825,0.74,-7.354,0.935,
The Sound of Electro Swing,No Swinggity,Minimatic,No Swinggity,electronic,electro swing,0.008439153,2,2,1,2,1,45,0.864,0.574,-9.636,0.653,
The Sound of Intelligent Dance Music,Bike,Autechre,Incunabula,electronic,intelligent dance music,0.008752917,2,2,1,1,5,16,0.751,0.61,-14.946,0.0375,
The Sound of Intelligent Dance Music,Brace Yourself Jason,µ-Ziq,Lunatic Harness,electronic,intelligent dance music,0.008752917,2,2,1,1,3,42,0.546,0.734,-8.808,0.447,
The Sound of Intelligent Dance Music,Chesh,The Black Dog,Spanners,electronic,intelligent dance music,0.008752917,2,2,1,1,5,11,0.499,0.483,-14.393,0.558,
The Sound of Intelligent Dance Music,Do Matter,Plaid,The Digging Remedy,electronic,intelligent dance music,0.008752917,2,2,1,1,5,48,0.521,0.289,-16.915,0.289,
The Sound of Intelligent Dance Music,Time To Find Me - AFX Fast Mix,Seefeel,"Pure, Impure",electronic,intelligent dance music,0.008752917,2,2,1,1,5,39,0.708,0.48,-14.09,0.215,
The Sound of Intelligent Dance Music,Fertilized,Mouse On Mars,21 Again Collaborations (Part 1),electronic,intelligent dance music,0.008752917,2,2,1,1,1,36,0.669,0.979,-7.218,0.827,
The Sound of Intelligent Dance Music,It's Not The Worst (Lali Puna Remix),Two Lone Swordsmen,Further Reminders,electronic,intelligent dance music,0.008752917,2,2,1,1,5,36,0.748,0.381,-13.921,0.75,
The Sound of Intelligent Dance Music,Beep Street,Squarepusher,Hard Normal Daddy,electronic,intelligent dance music,0.008752917,2,2,1,1,4,45,0.499,0.82,-8.835,0.598,
The Sound of Intelligent Dance Music,Amor - C.B. Rework,Clark,Daniel Isn’t Real (Expanded Edition),electronic,intelligent dance music,0.008752917,2,2,1,1,2,49,0.414,0.00613,-31.385,0.231,
The Sound of Intelligent Dance Music,Telefone 529,B12,Electro-Soma,electronic,intelligent dance music,0.008752917,2,2,1,1,1,29,0.793,0.836,-7.761,0.833,
The Sound of Intelligent Dance Music,Get Your Head Down,Various Artists,Ninja Cuts - Flexistentialism,electronic,intelligent dance music,0.008752917,2,2,1,1,3,23,0.575,0.802,-8.357,0.229,
The Sound of Pop Dance,What You've Done To Me (feat. Bemendé),KREAM,What You've Done To Me (feat. Bemendé),electronic,pop dance,0.010256817,1,2,1,1,1,68,0.7,0.911,-5.414,0.545,
The Sound of Pop Dance,Feels Like Love (feat. MIYA MIYA),Syn Cole,Feels Like Love (feat. MIYA MIYA),electronic,pop dance,0.010256817,1,2,1,2,1,66,0.728,0.657,-5.329,0.772,
The Sound of Pop Dance,Solo Dance,Martin Jensen,Solo Dance,electronic,pop dance,0.010256817,1,2,1,2,1,63,0.746,0.846,-2.432,0.403,
The Sound of Pop Dance,Paper Planes,Lucas & Steve,Paper Planes,electronic,pop dance,0.010256817,1,2,1,2,3,70,0.643,0.762,-4.003,0.399,
The Sound of Pop Dance,Chasing Stars (feat. James Bay),Alesso,Chasing Stars (feat. James Bay),electronic,pop dance,0.010256817,1,2,1,2,5,76,0.594,0.64,-6.865,0.492,
The Sound of Pop Dance,Treasured Soul - Radio Edit,Michael Calfan,Treasured Soul,electronic,pop dance,0.010256817,1,2,1,2,1,60,0.623,0.833,-2.951,0.411,
The Sound of Pop Dance,Gotta Be You,NERVO,Gotta Be You,electronic,pop dance,0.010256817,1,2,1,2,3,68,0.642,0.869,-5.271,0.376,
The Sound of Pop Dance,Okay,Nicky Romero,Nicky Romero JAPAN COLLECTION 2021,electronic,pop dance,0.010256817,2,2,1,2,3,34,0.513,0.836,-3.781,0.304,
The Sound of Pop Dance,Hero,Afrojack,Hero,electronic,pop dance,0.010256817,1,2,1,2,1,73,0.713,0.772,-5.032,0.523,
The Sound of Pop Dance,In My Head (On My Mind),MOTi,In My Head (On My Mind),electronic,pop dance,0.010256817,1,2,1,2,1,61,0.733,0.682,-6.201,0.479,
The Sound of Pop Dance,Body,Loud Luxury,Body,electronic,pop dance,0.010256817,1,2,1,2,1,63,0.759,0.774,-4.408,0.596,
The Sound of Pop Dance,Stand By You,DubVision,Stand By You,electronic,pop dance,0.010256817,2,2,1,2,3,54,0.609,0.834,-5.588,0.351,
The Sound of Pop Dance,Wait Another Day,Mike Williams,Wait Another Day,electronic,pop dance,0.010256817,1,2,1,2,1,68,0.727,0.912,-3.594,0.671,
The Sound of Hard Bass,Adrenaline,DJ Rentgen,Adrenaline,electronic,hard bass,0.007569993,2,2,1,1,3,33,0.591,0.999,-0.274,0.161,
The Sound of Hard Bass,Party Alarm,Zhestyanshiki,Party Alarm,electronic,hard bass,0.007569993,2,2,1,2,3,30,0.639,0.974,-6.248,0.161,
The Sound of Hard Bass,Tolstiak Reloaded - Original Mix,Hard Lickerz,Tolstiak Reloaded,electronic,hard bass,0.007569993,2,2,1,1,3,19,0.545,0.958,-8.468,0.405,
The Sound of Hard Bass,Narkotik Kal,Hard Bass School,The Album (Mixed),electronic,hard bass,0.007569993,2,2,1,2,1,56,0.843,0.99,-3.156,0.687,
The Sound of Hard Bass,Cheeki Breeki,Starslav,Cheeki Breeki,electronic,hard bass,0.007569993,2,2,1,1,3,38,0.699,0.718,-8.098,0.342,
The Sound of Hard Bass,Cheeki Breeki Revolt,Gopnik McBlyat,Cheeki Breeki Revolt,electronic,hard bass,0.007569993,2,2,1,1,4,49,0.572,0.993,-2.867,0.617,
The Sound of Hard Bass,Vodka Party,SrpskiBass,Vodka Party,electronic,hard bass,0.007569993,2,2,1,1,4,28,0.486,0.944,-5.324,0.58,
The Sound of Hard Bass,"Bochka, Bass, Kolbaser",XS Project,"Bochka, Bass, Kolbaser",electronic,hard bass,0.007569993,2,2,1,2,1,53,0.827,0.993,-4.259,0.536,
